309,resolve,(문제 등을)해결하다
310,detect,"간파하다, 탐지하다"
311,intensify,"강화하다, 증대하다, 강렬하게 만들다."
312,favorably,호의적으로; 순조롭게
313,cover,포함하다; 지불하다; 덮다
314,less,"보다 적은, 덜한"
315,majority,"대부분, 대다수"
316,adopt,채택하다
317,largely,"주로, 대부분"
318,disregard,"소홀히 하다, 무시하다"
319,effort,노력
320,incentive,"혜택, 장려금"
321,need,"필요, 요구, 욕구, ~할 필요가 있다."
322,mastermind,"(계획 등의)입안자, 지도자"
323,stagnant,"침체된, 불경기의, "
324,dramatically,극적으로
325,brisk,"활발한, 호황의"
326,unstable,"불안정한, 변하기 쉬운"
327,rapidly,"급속히, 빨리"
328,soar,"(물가 등이)폭등하다, 높이 치솟다"
329,assert,"단언하다, 주장하다 "
330,boost,"(경기를)부양시키다, 상승시키다"
331,analyst,분석가
332,potential,잠재적인
333,pleased,"만족해하는, 기쁜"
334,remain,계속~한 상태이다; 아직 ~해야한다
335,limited,"제한된, 한정된"
336,costly,"비용이 많이 드는, 손실이 큰"
337,particular,"특정한, 독특한, 세심한 "
338,drastic,"과감한, 급격한"
339,evenly,"고르게, 균등하게"
340,evidence,증거
341,prospect,"전망, 예상 "
342,lead,"이글다, 지휘하다; (어떤 결과에)이르다"
343,fall,"(값, 가치가)하락하다"
344,period,"기간, 시기"
345,indicator,"지표, 지수"
346,industry,산업
347,likely,~할 것 같은
348,boom,"붐, 호황"
349,director,"임원, 책임자"
350,substitute,"대용품, 대신하다"
351,consequence,결과
352,fairly,"상당히, 꽤"
353,economical,"경제적인, 절약되는"
354,thrive,"번영하다, 성공하다"
355,implication,"영향, 밀접한 관계"
356,wane,"감소, 감퇴"
357,prosperity,번영 
358,depression,불황 
359,dwindle,"줄어들다, 감소되다"
360,impede,"저해하다, 방해하다"
361,promising,"유망한, 전망이 좋은"
362,adversity,"역경, 불운"
363,purchase,"구매하다, 구매"
364,installment,할부
365,affordable,"(가격이)알맞은, 감당할 수 있는"
366,exactly,정확히
367,auction,경매
368,authentic,"진정한, 진짜의, 진품의"
369,charge,"요금,청구,금액;책임,의무~을 청구하다; (외상으로)달아놓다"
370,notice,"통지, 공고"
371,experienced,"경험이 있는, 노련한, 능숙한"
372,instruction,"설명, 지시 "
373,expert,"전문가, 전문가의, 전문적인"
374,warranty,"(품질 등의)보증, 보증서"
375,refund,"환불, 환불금"
376,subscriber,"가입자, 구독자"
377,delivery,배달
378,price,가격
379,receipt,영수증
380,offer,"제공하다, 제공,오퍼"
381,carefully,"주의깊게, 신중히"
382,benefit,"혜택, 이익, 혜택을 보다, 이익을 얻다"
383,exclusively,"오로지, 독점적으로"
384,description,"(제품등의)설명, 해설"
385,relatively,상대적으로
386,spare,"아끼다, 할애하다, 예비의, 여분의"
387,preparation,"준비, 대비"
388,area,"지역, 구역"
389,clearance,"정리, 없애기; 허가"
390,alter,"(성질, 형상을)고치다, 바꾸다"
391,apply,적용하다; 지원하다
392,mutually,"서로, 상호 간에 "
393,method,"방식, 방법"
394,acceptable,"용인되는, 받아들일 수 있는;훌륭한, 만족스러운"
395,desire,"욕구, 갈망, 원하다, 바라다"
396,redeemable,"(현금,상품과)교환할 수 있는, 환급할 수 있는"
397,officially,공식적으로
398,consumption,"소비(량), 소모 "
399,qualify,~의 자격을 얻다
400,fabric,"섬유, 천"
401,valid,유효한
402,vendor,"노점상, 가판대; 판매업체"
403,research,"연구, 조사"
404,devise,"고안하다, 발명하다"
405,revolutionary,혁명적인
406,innovative,혁신적인
407,feature,"특징, 특색, 특징으로 삼다, 특별히 포함하다"
408,inspiration,영감
409,sufficiently,충분히
410,patent,"특허, 특허권, 특허품"
411,envision,"(장래의 일 등을)계획하다, 상상하다"
412,extend,"연장하다; (기간을)늘리다;(감사의 뜻을)말하다, 베풀다"
413,following,"~후에, 다음의, 다음에 오는"
414,intend,~할 작정이다; 의도하다
415,grant,"(인정하여 정식으로)수여하다, 주다,(연구비, 장학금등의)보조금"
416,allow,"~하게 하다, ~을 허락하다"
417,inspect,"~을 검사하다, 조사하다"
418,improve,"향상시키다, 개선하다"
419,increasingly,"점점, 더욱 더"
420,invest,"투자하다, 운용하다"
421,various,"여러 가지의, 가지각색의"
422,upgrade,"업그레이드, 개량형업그레이드하다, 개선하다"
423,manual,"설명서, 안내서"
424,explore,"조사하다, 탐구하다"
425,response,"응답, 대답"
426,appearance,"외관, 외모"
427,successful,"성공적인, 성공한"
428,hold,"~을 수용하다, ~을 담다;(회의 등을)개최하다, 열다"
429,advance,"진보, 전진"
430,reliable,"믿을 만한, 신뢰할 수 있는"
431,quality,"품질, 질"
432,domestic,"국내의, 국산의"
433,development,"개발, 발전"
434,availability,"(입수)가능성, 유효성, 유용성"
435,update,"갱신, 개정, 갱신하다,최신의 것으로 하다"
436,accurate,정확한
437,complicate,복잡한
438,accomplished,"숙련된, 노련한"
439,inquiry,"문의, 질문"
440,indication,"징후, 조짐"
441,manufacturer,"제조회사, 제조업자"
442,compatible,"호환되는, 양립할 수 있는"
443,superior,"우수한, 상급의"
444,absolute,"완전한, 완전무결한"
445,broaden,넓히다
446,corrosion,부식
447,epuipment,"장비, 설비"
448,automate,자동화하다
449,specification,"명세서, 설명서, 사양"
450,properly,"제대로, 정확하게"
451,safety,안전
452,precaution,"예방조치, 예방책"
453,operate,"(기계 등이)작동하다, 움직이다"
454,processing,"가공, 처리"
455,capacity,"용량, 수용력; 역할"
456,assemble,"(부품,기계 등을)조립하다;(사람을)모으다"
457,utilize,"이용하다, 활용하다"
458,place,"~을-한 상태에 두다;(지시,주문,신청등을)하다"
459,fill,~을 채우다; (주문대로)이행하다
460,manufacturing,제조(업)의
461,renovate,"(낡은 건물, 가구등을)개조하다,수리하다, 보수하다"
462,decision,"결정, 판단"
463,material,"재료, 물질"
464,success,"성과, 성공"
465,attribute,(원인을)~의 덕분으로 돌리다
466,efficiency,"효율, 능률"
467,limit,"한계, 제한"
468,tailored,"맞춤의, 주문에 따라 맞춘"
469,component,"부품, (구성)요소"
470,capable,"~을 할 수 있는, ~할 능력이 있는"
471,economize,"절약하다, 아끼다"
472,flexible,"융통성 있는; 유연한, 잘 구부러지는"
473,comparable,"필적하는, 비교되는"
474,produce,생산하다
475,respectively,"각각, 따로"
476,device,장치
477,trim,"(깍아)다듬다, 없애다; 삭감하다"
478,launch,(신제품을)출시하다
479,separately,"개별적으로, 따로따로"
480,expiration,"(기간,임기 등의)만료, 만기"
481,maneuver,"이동시키다, 움직이다"
482,coming,다가오는
483,damaged,"손상된, 손해를 입은"
484,prevent,"~을 막다, ~을 예방하다"
485,power,"전력, 전기"
486,chemical,화학제품
487,complaint,불평
488,deal,처리하다; 거래하다; 분배하다
489,argumentative,"논쟁적인, 논쟁을 좋아하는"
490,appropriately,적절하게
491,respond,응답하다
492,infuriate,"화나게하다, 격분시키다"
493,curteous,예의바른
494,satisfaction,만족
495,inconvenience,"불편, ~에게 불편을 느끼게 하다"
496,complete,"완료하다, 완성하다, 완료된, 완성된"
497,specific,"구체적인, 명확한"
498,return,"반환하다, 반송하다"
499,replace,"~을 교체하다, 대체하다"
500,presentation,발표
501,evaluation,평가
502,confident,자신 있는
503,cause,"~을 야기하다, ~의 원인이 되다원인"
504,commentary,"해설, 설명"
505,notification,통지
506,apologize,사과하다
507,interact,"소통하다, 교류하다; 상호작용을 하다"
508,certain,"확신하는, 확실한; 특정한"
509,commitment,"헌신, 전념"
510,applaud,~에게 박수를 보내다; 칭찬하다
511,biography,"약력, 전기"
512,critical,비판적인; 중요한; 위기의
513,depend on,"~에 달려 있다, ~에게 의존하다"
514,combine,결합시키다
515,priority,"우선권, 우선사항"
516,observe,"관찰하다, 주시하다;(규칙 등을)준수하다, 지키다"
517,defective,결함이 있는
518,reflect,"반영하다, 나타내다"
519,attitude,"태도, 마음가짐"
520,disappoint,실망시키다
521,inquire,"문의하다, 질문하다"
522,insert,삽입하다
523,disclose,"공개하다, 드러내다"
524,guarantee,"보장하다, 보장"
525,politely,"공손하게, 예의바르게"
526,seriously,진지하게
527,international,국제적인
528,attraction,관광 명소
529,itinerary,여행 일정
530,exotic,"이국적인, 매혹적인"
531,diverse,다양한
532,superb,"최고의, 뛰어난"
533,baggage,수화물
534,destination,목적지
535,missing,"분실된, 없어진"
536,locate,(~의 위치를)찾아내다;~을 위치시키다
537,approximately,대략
538,duty,"관세,세금; 직무,의무"
539,process,"과정, 처리하다"
540,board,"탑승하다, 이사회"
541,comfortable,편안한
542,declare,(세관에서)신고하다
543,specify,명시하다 
544,depart,출발하다
545,emergency,"비상시, 비상 사태"
546,passenger,승객
547,outgoing,"(장소를)출발하는, 떠나는;(지위를)떠나는"
548,tighly,"단단히, 꽉"
549,tour,"(공장,시설 등의)견학, 짧은 여행"
550,carrier,"항공사, 수송기, 수송 회사"
551,customarily,"관례상, 습관적으로"
552,confuse,혼란시키다 
553,arrive,도착하다
554,brochure,"(홍보용)소책자, 브로셔"
555,involve,"수반하다, 포함하다; 참여시키다"
556,ship,"(배나 다른 운송 수단으로)운송하다, 수송하다, 선박, 배"
557,suitcase,여행가방
558,unavailable,"이용할 수 없는, 구할 수 없는"
559,fill out/in,"(서류에)기입하다, 적어 넣다"
560,customs,세관
561,away,떨어져서
562,dramatic,"멋진, 극적인; 급격한"
563,hospitality,"환대, 친절"
564,indulge,"빠지다, 탐닉하다"
565,proximity,"가까움, 근접함"
566,seating,(집합적)좌석 설비; 좌석 배열
567,unlimited,무제한의
568,proposal,"제안, 계획"
569,alliance,"동맹, 제휴"
570,stipulation,계약 조건
571,term,"조건; 임기, 기한"
572,compromise,"타협, 화해"
573,negotiation,"협상, 교섭"
574,agreement,"계약, 협정; 합의"
575,deadlock,교착 상태
576,review,"검토하다, 재조사하다"
577,contract,"계약(서),계약하다, 수축하다"
578,signature,서명
579,originally,"원래, 처음에는"
580,direction,"방향, 지시, 감독"
581,initially,"처음에, 초기에"
582,expire,(계약등이)만료되다
583,collaborate,"협력하다, 공동으로 일하다"
584,dedicate,"전념하다, 헌신하다, 바치다"
585,revised,"수정된, 변경된"
586,imperative,"반드시 해야 하는, 필수적인"
587,cooperatively,"협력하여, 협조적으로"
588,commission,"수수료, 커미션; 위원회(일 등을)의뢰하다, 주문하다"
589,omit,"빠뜨리다, 생략하다"
590,conflict,"대립, 충돌, 갈등"
591,renew,(계약 등을)갱신하다
592,proficient,"능숙한, 능한"
593,confidentiality,"기밀, 비밀"
594,dispute,"분쟁, 논쟁"
595,objection,"반대, 이익"
596,define,"규정하다, 정의하다"
597,impression,인상
598,security,"보안, 안전, 보호"
599,option,선택권
600,proceed,"(일을)진행하다, 진척되다"
601,modify,"수정하다, 일부 변경하다"
602,narrow,(범위 등을)좁히다
603,bid,입찰
604,settle,"해결하다, 처리하다"
605,terminate,"끝내다, 종결시키다"
606,challenging,"도전적인, 힘든"
607,foundation,"토대, 기초"
608,completely,"전적으로, 완전히"
609,refuse,거절하다
610,temporarily,일시적으로
611,dealer,"판매업자, 상인"
612,bulk,대량의
613,inventory,"재고품, 재고목록"
614,short,부족한
615,cost,비용
616,selection,"선택된 것, 정선품"
617,commercial,"상업의, 상업적인, 광고"
618,order,"주문하다, 주문, 주문품"
619,provide,"공급하다, 제공하다"
620,contact,"~와 연락하다,(상업적 목적으로)교섭하고 있는 사람"
621,invoice,송장
622,move,"옮기다, 움직이다, 조치, 수단;이동, 이사"
623,supply,"공급하다, 공급; (-s)비품, 소모품"
624,discount,할인
625,distribute,"배포하다, 배급하다"
626,acquisition,인수; 구입한 것
627,assure,"~에게 보장하다, ~을 안심시키다, 장담하다"
628,subject,"~의 영향을 받기 쉬운;(동의 등을)조건으로 하는,~에게(~을) 받게 하다"
629,seek,"구하다, 찾다"
630,satisfactory,만족스러운
631,confirmation,"확인, 확증"
632,unable,~할 수 없는
633,payment,"지불(금액),납입(금액)"
634,measure,"대책, 조치, 수단측정하다"
635,bargain,"특가품, 흥정"
636,stock,재고; 주식
637,affordability,감당할 수 있는 비용
638,clientele,"(집합적)고객들,(변호사,건축가 등의)모든 의뢰인"
639,acclaim,"호평, 찬사"
640,represent,~을 대표하다
641,rating,"등급, 평가"
642,encompass,"포함하다, 둘러싸다"
643,finalize,"마무리 짓다, 완결하다"
644,market,시장
645,retail,소매
646,commodity,"상품, 산물"
647,quote,"견적(액), 견적을 내다"
648,consignment,위탁 판매
649,fragile,깨지기 쉬운
650,perishable,부패하기 쉬운
651,deliver,배달하다; (연설을)하다
652,ensure,"확실하게 하다, 보장하다"
653,courier,"급송 택배, 운반인"
654,carton,(큰)판지상자
655,address,"주소,(어려운 문제 등을)처리하다,다루다"
656,shipment,"선적, (화물의)발송;수송품, 적하물"
657,particularly,특히
658,adequately,적절히
659,article,"물품, 물건; 기사, 논설"
660,efficient,"(기계, 방법 등이)효과적인,능률적인"
661,agency,"대행 회사, 대리점"
662,enclose,"~을 동봉하다; ~을 둘러싸다, 애워싸다"
663,careful,"조심스러운, 주의 깊은"
664,pick up,"~을 찾다; (사람,물건 등을) 도중에 태우다"
665,carry,"지니다; (물건을)팔다, 가게에 놓다"
666,attach,"붙이다, 접착하다, 첨부하다"
667,formerly,이전에
668,package,"소포, 꾸러미"
669,react,"반응하다, 대응하다"
670,content,내용물
671,convenience,"편의, 편리"
672,acknowledge,"인정하다; (편지 등의)수령을 알리다, 감사하다"
673,caution,"주의, 조심"
674,correspondence,"편지, 통신문"
675,separate,분리하다; 분류하다
676,remarkable,"현저한, 두드러진"
677,handle,"취급하다, 다루다"
678,warehouse,"창고, 저장소"
679,impose,(세금 등을)부과하다
680,storage,"보관소, 저장소"
681,detach,"분리하다, 떼다"
682,envelope,봉투
683,exclusion,"제외, 배제"
684,recipient,수신자
685,affix,(우표 등을)붙이다
686,incorrect,부정확한
687,oblige,"어쩔 수 없이 ~하게 하다,~에게 강요하다"
688,step,"단계; 조치, 수단"
689,check in,"체크인하다, 숙박 수속을 하다"
690,compensate,보상하다
691,complimentary,"무료의, 우대의"
692,chef,주방장
693,container,"용기, 그릇"
694,elegant,"우아한, 고상한"
695,flavor,"맛, 풍미"
696,accommodate,"(건물 등이)~을 수용하다, 숙박시키다;(충분한 공간을) 제공하다(조건, 요구 등을)만족시키다"
697,available,(사물이)이용 가능한;(사람이) 시간이 있는
698,reception,"환영회; (호텔, 회사, 병원 등의)접수처"
699,in advance,"미리, 사전에"
700,refreshments,"다과, 가벼운 음식물"
701,make,"~을 하다, ~을 만들다"
702,cater,(연회 등의)음식물을 공급하다
703,reservation,"예약, 지정; 보호구역"
704,beverage,음료
705,confirm,확인하다
706,cancel,취소하다
707,rate,요금
708,conviniently,편리하게
709,decorate,장식하다
710,information,"정보, 자료"
711,retain,"유지하다, 보유하다"
712,atmosphere,"분위기, 환경"
713,cuisine,(독특한)요리
714,sequence,"순서, 차례"
715,extensive,"광범위한, 넓은"
716,prior,"전의, 먼저의"
717,book,예약하다
718,amenity,편의 시설
719,belongings,"소지품, 소유물"
720,entirely,완전히
721,ease,"완화시키다, 쉬움, 용이함"
722,ingredient,"재료, 성분"
723,sip,"음미하며 마시다, 홀짝거리다"
724,stir,"휘젓다, 뒤섞다"
725,choice,"선택물, 선택 사항, 선택"
726,complication,복잡한 문제
727,freshness,신선함
728,occupancy,(호텔등의)이용률
729,decline,"감소, 하락,(초대,신청을)거절하다"
730,markedly,"현저하게, 눈에 띄게"
731,increase,"인상, 증가, 증가하다"
732,revenue,수입
733,projection,예상(치)
734,substantial,상당한
735,anticipate,"예상하다, 기대하다"
736,significantly,"상당히, 두드러지게"
737,estimate,"추정하다, 추산하다, 추정(치), 추산"
738,shift,"옮기다, 이동하다, 변화, 교대근무"
739,fee,"요금, 수수료"
740,production,"생산량, 생산"
741,sale,"(-s)매출액, 매상고; (할인)판매"
742,impressive,"굉장한, 인상적인"
743,representative,"직원, 외판원; 대표자"
744,recent,최근의
745,exceed,~을 초과하다
746,improvement,향상
747,employer,고용주
748,regular,정기적인; 단골의
749,summarize,요약하다
750,typically,"보통, 일반적으로"
751,whole,"전체의, 온전한"
752,growth,"성장, 발전"
753,figure,"총액, 합계 수"
754,steady,꾸준한; 안정된
755,frequent,"빈번한, 잦은"
756,achieve,"달성하다, 성취하다"
757,assumption,"추정, 산정, 가정"
758,share,"공유하다, 함께쓰다;(생각, 경험, 감정을 남과)함께 나누다몫, 지분"
759,incur,"(손실을)입다, (빚을)지다"
760,slightly,약간
761,profit,"수익, 이익"
762,reliant,"의존하는, 의지하는"
763,illustrate,"분명히 보여주다, 설명하다"
